minute,player,outcome,is_goal,delivery,match_number,team,header
37,Lionel MESSI,On Target - Goal,1,Cross,43,Argentina,IN POSSESSION
61,Enzo FERNANDEZ,Incomplete - Blocked,0,Pass,43,Argentina,IN POSSESSION
64,Lionel MESSI,Off Target,0,Pass,43,Argentina,IN POSSESSION
72,Nico GONZALEZ,Off Target,0,Corner,43,Argentina,IN POSSESSION
85,Nico GONZALEZ,Incomplete - Blocked,0,Pass,43,Argentina,IN POSSESSION
85,Enzo FERNANDEZ,Incomplete - Blocked,0,Loose Ball,43,Argentina,IN POSSESSION
93,Julian ALVAREZ,On Target - Saved,0,Pass,43,Argentina,IN POSSESSION
94,Lionel MESSI,On Target - Saved,0,Pass,43,Argentina,IN POSSESSION
94,Lionel MESSI,On Target - Goal,1,Loose Ball,43,Argentina,IN POSSESSION
22,Paul WANNER,Incomplete,0,Pass,43,Austria,IN POSSESSION
22,Marcel SABITZER Deflected,Off Target,0,Loose Ball,43,Austria,IN POSSESSION
45,Marcel SABITZER Deflected,Off Target,0,Pass,43,Austria,IN POSSESSION
54,Marcel SABITZER,On Target - Saved,0,Freekick,43,Austria,IN POSSESSION
66,Michael GREGORITSCH,Off Target,0,Cross,43,Austria,IN POSSESSION
92,Patrick WIMMER,Off Target,0,Pass,43,Austria,IN POSSESSION
0,NIZAR ALRASHDAN,Off Target,0,Freekick,44,Jordan,IN POSSESSION
11,MOUSA ALTAMARI,On Target - Saved,0,Pass,44,Jordan,IN POSSESSION
22,ALI OLWAN,On Target - Saved,0,Loose Ball,44,Jordan,IN POSSESSION
35,MOUSA ALTAMARI,Incomplete,0,Pass,44,Jordan,IN POSSESSION
35,NIZAR ALRASHDAN,On Target - Goal,1,Loose Ball,44,Jordan,IN POSSESSION
45,ALI OLWAN,Off Target,0,Other,44,Jordan,IN POSSESSION
61,NOOR ALRAWABDEH,Off Target,0,Loose Ball,44,Jordan,IN POSSESSION
71,MAHMOUD ALMARDI,On Target - Saved,0,Pass,44,Jordan,IN POSSESSION
2,Amine GOUIRI,Off Target,0,Pass,44,Algeria,IN POSSESSION
20,Fares CHAIBI,Incomplete - Blocked,0,Pass,44,Algeria,IN POSSESSION
28,Amine GOUIRI,On Target - Saved,0,Pass,44,Algeria,IN POSSESSION
32,Riyad MAHREZ,On Target - Saved,0,Pass,44,Algeria,IN POSSESSION
47,Rafik BELGHALI,Incomplete,0,Loose Ball,44,Algeria,IN POSSESSION
53,Ibrahim MAZA,On Target - Saved,0,Pass,44,Algeria,IN POSSESSION
53,Rayan AITNOURI,Off Target,0,Other,44,Algeria,IN POSSESSION
59,Ibrahim MAZA,Off Target,0,Pass,44,Algeria,IN POSSESSION
62,Nadhir BENBOUALI,On Target - Saved,0,Pass,44,Algeria,IN POSSESSION
65,Ibrahim MAZA Deflected,Off Target,0,Freekick,44,Algeria,IN POSSESSION
68,Nadhir BENBOUALI,On Target - Goal,1,Corner,44,Algeria,IN POSSESSION
72,Fares CHAIBI,On Target - Saved,0,Freekick,44,Algeria,IN POSSESSION
77,Nabil BENTALEB,Incomplete - Blocked,0,Pass,44,Algeria,IN POSSESSION
79,Anis HADJ MOUSSA Deflected,Off Target,0,Pass,44,Algeria,IN POSSESSION
81,Ramy BENSEBAINI,Incomplete - Blocked,0,Corner,44,Algeria,IN POSSESSION
81,Amine GOUIRI,On Target - Goal,1,Loose Ball,44,Algeria,IN POSSESSION
88,Ibrahim MAZA,On Target - Saved,0,Pass,44,Algeria,IN POSSESSION
13,Declan RICE,Off Target,0,Freekick,45,England,IN POSSESSION
14,Elliot ANDERSON Deflected,Off Target,0,Pass,45,England,IN POSSESSION
15,Declan RICE Deflected,Off Target,0,Loose Ball,45,England,IN POSSESSION
32,Jude BELLINGHAM,Incomplete - Blocked,0,Loose Ball,45,England,IN POSSESSION
36,Declan RICE,Off Target,0,Cross,45,England,IN POSSESSION
48,Harry KANE Deflected,Off Target,0,Pass,45,England,IN POSSESSION
56,Noni MADUEKE Deflected,Off Target,0,Pass,45,England,IN POSSESSION
56,Anthony GORDON,On Target - Saved,0,Pass,45,England,IN POSSESSION
60,Elliot ANDERSON Deflected,Off Target,0,Freekick,45,England,IN POSSESSION
61,Elliot ANDERSON,Off Target,0,Corner,45,England,IN POSSESSION
62,Elliot ANDERSON,Incomplete - Blocked,0,Loose Ball,45,England,IN POSSESSION
68,Harry KANE,On Target - Saved,0,Loose Ball,45,England,IN POSSESSION
69,Bukayo SAKA,Off Target,0,Cross,45,England,IN POSSESSION
85,Bukayo SAKA,On Target - Saved,0,Pass,45,England,IN POSSESSION
85,Nico OREILLY,Off Target,0,Cross,45,England,IN POSSESSION
85,Harry KANE,Off Target,0,Other,45,England,IN POSSESSION
92,Nico OREILLY,Incomplete,0,Corner,45,England,IN POSSESSION
92,Marc GUEHI,Incomplete,0,Cross,45,England,IN POSSESSION
49,Marvin SENAYA,Incomplete - Blocked,0,Pass,45,Ghana,IN POSSESSION
78,Prince ADU,Incomplete,0,Loose Ball,45,Ghana,IN POSSESSION
59,Jose FAJARDO,Incomplete,0,Cross,46,Panama,IN POSSESSION
67,Amir MURILLO,On Target - Saved,0,Loose Ball,46,Panama,IN POSSESSION
67,Carlos HARVEY,Off Target,0,Cross,46,Panama,IN POSSESSION
77,Jose Luis RODRIGUEZ,Off Target,0,Pass,46,Panama,IN POSSESSION
79,Carlos HARVEY,Off Target,0,Corner,46,Panama,IN POSSESSION
83,Cecilio WATERMAN,Incomplete - Blocked,0,Pass,46,Panama,IN POSSESSION
92,Amir MURILLO,Off Target,0,Freekick,46,Panama,IN POSSESSION
1,Luka MODRIC,Off Target,0,Cross,46,Croatia,IN POSSESSION
45,Martin BATURINA,Off Target,0,Pass,46,Croatia,IN POSSESSION
53,Ante BUDIMIR,On Target - Goal,1,Cross,46,Croatia,IN POSSESSION
56,Marco PASALIC,On Target - Saved,0,Pass,46,Croatia,IN POSSESSION
56,Marco PASALIC,Off Target,0,Other,46,Croatia,IN POSSESSION
81,Luka SUCIC Deflected,Off Target,0,Freekick,46,Croatia,IN POSSESSION
1,BRUNO FERNANDES Deflected,Off Target,0,Pass,47,Portugal,IN POSSESSION
3,CRISTIANO RONALDO,Incomplete,0,Cross,47,Portugal,IN POSSESSION
5,CRISTIANO RONALDO,On Target - Goal,1,Cross,47,Portugal,IN POSSESSION
10,JOAO CANCELO,Incomplete - Blocked,0,Loose Ball,47,Portugal,IN POSSESSION
16,NUNO MENDES,On Target - Goal,1,Freekick,47,Portugal,IN POSSESSION
20,VITINHA,Incomplete,0,Loose Ball,47,Portugal,IN POSSESSION
38,CRISTIANO RONALDO,On Target - Goal,1,Pass,47,Portugal,IN POSSESSION
41,JOAO FELIX,Off Target,0,Pass,47,Portugal,IN POSSESSION
50,CRISTIANO RONALDO,On Target - Goal,1,Pass,47,Portugal,IN POSSESSION
46,JOAO FELIX,Off Target,0,Loose Ball,47,Portugal,IN POSSESSION
57,CRISTIANO RONALDO,On Target - Saved,0,Freekick,47,Portugal,IN POSSESSION
72,CRISTIANO RONALDO,Off Target,0,Cross,47,Portugal,IN POSSESSION
73,CRISTIANO RONALDO Deflected,On Target - Saved,0,Loose Ball,47,Portugal,IN POSSESSION
83,BRUNO FERNANDES,On Target - Saved,0,Pass,47,Portugal,IN POSSESSION
86,RAFAEL LEAO,On Target - Goal,1,Loose Ball,47,Portugal,IN POSSESSION
92,FRANCISCO TRINCAO,Off Target,0,Cross,47,Portugal,IN POSSESSION
18,Sherzod NASRULLAEV,On Target - Saved,0,Pass,47,Uzbekistan,IN POSSESSION
42,Otabek SHUKUROV,Off Target,0,Loose Ball,47,Uzbekistan,IN POSSESSION
46,Odiljon XAMROBEKOV,Incomplete - Blocked,0,Pass,47,Uzbekistan,IN POSSESSION
51,Abbosbek FAYZULLAEV,On Target - Saved,0,Pass,47,Uzbekistan,IN POSSESSION
54,Otabek SHUKUROV Deflected,Off Target,0,Pass,47,Uzbekistan,IN POSSESSION
61,Azizjon GANIEV,Incomplete - Blocked,0,Pass,47,Uzbekistan,IN POSSESSION
77,Eldor SHOMURODOV,Off Target,0,Pass,47,Uzbekistan,IN POSSESSION
3,Jhon ARIAS,On Target - Saved,0,Pass,48,Colombia,IN POSSESSION
3,Daniel MUNOZ,Off Target,0,Other,48,Colombia,IN POSSESSION
10,James RODRIGUEZ,On Target - Saved,0,Pass,48,Colombia,IN POSSESSION
11,Jhon LUCUMI,Off Target,0,Corner,48,Colombia,IN POSSESSION
14,Johan MOJICA,On Target - Saved,0,Pass,48,Colombia,IN POSSESSION
16,Gustavo PUERTA,Off Target,0,Loose Ball,48,Colombia,IN POSSESSION
18,Gustavo PUERTA,On Target - Saved,0,Pass,48,Colombia,IN POSSESSION
23,Luis DIAZ,Incomplete - Blocked,0,Pass,48,Colombia,IN POSSESSION
30,Luis DIAZ,Incomplete - Blocked,0,Pass,48,Colombia,IN POSSESSION
38,Davinson SANCHEZ,On Target - Saved,0,Freekick,48,Colombia,IN POSSESSION
47,Gustavo PUERTA,Incomplete - Blocked,0,Pass,48,Colombia,IN POSSESSION
49,Luis DIAZ,On Target - Saved,0,Cross,48,Colombia,IN POSSESSION
49,Jhon ARIAS,Off Target,0,Other,48,Colombia,IN POSSESSION
75,Daniel MUNOZ Deflected,On Target - Goal,1,Pass,48,Colombia,IN POSSESSION
85,Gustavo PUERTA Deflected,Off Target,0,Pass,48,Colombia,IN POSSESSION
85,Gustavo PUERTA,On Target - Saved,0,Loose Ball,48,Colombia,IN POSSESSION
95,Juan QUINTERO,Off Target,0,Freekick,48,Colombia,IN POSSESSION
0,Edo KAYEMBE,Off Target,0,Pass,48,Congo DR,IN POSSESSION
44,Cedric BAKAMBU,Off Target,0,Corner,48,Congo DR,IN POSSESSION
52,Samuel MOUTOUSSAMY,Off Target,0,Pass,48,Congo DR,IN POSSESSION
73,Yoane WISSA Deflected,Off Target,0,Pass,48,Congo DR,IN POSSESSION
88,Joris KAYEMBE,Incomplete - Blocked,0,Pass,48,Congo DR,IN POSSESSION
90,Nathanael MBUKU,On Target - Saved,0,Loose Ball,48,Congo DR,IN POSSESSION
92,Charles PICKEL,Incomplete,0,Corner,48,Congo DR,IN POSSESSION
32,Lewis FERGUSON,Incomplete,0,Loose Ball,49,Scotland,IN POSSESSION
35,Kenny McLEAN,Incomplete - Blocked,0,Pass,49,Scotland,IN POSSESSION
46,Ben GANNONDOAK,Incomplete - Blocked,0,Pass,49,Scotland,IN POSSESSION
50,Ben GANNONDOAK,Incomplete,0,Pass,49,Scotland,IN POSSESSION
48,Scott McTOMINAY,On Target - Saved,0,Cross,49,Scotland,IN POSSESSION
63,Lewis FERGUSON,On Target - Saved,0,Freekick,49,Scotland,IN POSSESSION
63,Scott McTOMINAY,On Target - Saved,0,Cross,49,Scotland,IN POSSESSION
71,Lawrence SHANKLAND,Incomplete,0,Cross,49,Scotland,IN POSSESSION
71,Scott McTOMINAY,Off Target,0,Loose Ball,49,Scotland,IN POSSESSION
75,Lawrence SHANKLAND,Off Target,0,Corner,49,Scotland,IN POSSESSION
82,Ryan CHRISTIE,Incomplete - Blocked,0,Loose Ball,49,Scotland,IN POSSESSION
88,Anthony RALSTON,On Target - Saved,0,Cross,49,Scotland,IN POSSESSION
95,Scott McTOMINAY,On Target - Saved,0,Cross,49,Scotland,IN POSSESSION
6,CASEMIRO,Incomplete - Blocked,0,Pass,49,Brazil,IN POSSESSION
10,BRUNO GUIMARAES,Incomplete - Blocked,0,Pass,49,Brazil,IN POSSESSION
11,MATHEUS CUNHA,Off Target,0,Pass,49,Brazil,IN POSSESSION
19,VINICIUS JUNIOR,Off Target,0,Pass,49,Brazil,IN POSSESSION
37,RAYAN,Off Target,0,Pass,49,Brazil,IN POSSESSION
44,MATHEUS CUNHA Deflected,On Target - Goal,1,Cross,49,Brazil,IN POSSESSION
47,VINICIUS JUNIOR,On Target - Goal,1,Cross,49,Brazil,IN POSSESSION
51,DOUGLAS SANTOS Deflected,Off Target,0,Loose Ball,49,Brazil,IN POSSESSION
50,VINICIUS JUNIOR,On Target - Saved,0,Pass,49,Brazil,IN POSSESSION
53,VINICIUS JUNIOR,On Target - Saved,0,Pass,49,Brazil,IN POSSESSION
58,MATHEUS CUNHA,Incomplete - Blocked,0,Pass,49,Brazil,IN POSSESSION
58,LUCAS PAQUETA,Off Target,0,Loose Ball,49,Brazil,IN POSSESSION
59,MATHEUS CUNHA,On Target - Goal,1,Pass,49,Brazil,IN POSSESSION
78,VINICIUS JUNIOR,On Target - Saved,0,Pass,49,Brazil,IN POSSESSION
80,VINICIUS JUNIOR,Off Target,0,Cross,49,Brazil,IN POSSESSION
85,GABRIEL MAGALHAES,Incomplete - Blocked,0,Corner,49,Brazil,IN POSSESSION
89,NEYMAR JR,On Target - Saved,0,Other,49,Brazil,IN POSSESSION
95,VINICIUS JUNIOR,Incomplete - Blocked,0,Pass,49,Brazil,IN POSSESSION
11,Ayoub EL KAABI,On Target - Saved,0,Pass,50,Morocco,IN POSSESSION
12,Ismael SAIBARI,Off Target,0,Cross,50,Morocco,IN POSSESSION
13,Ismael SAIBARI,Incomplete - Blocked,0,Pass,50,Morocco,IN POSSESSION
22,Ismael SAIBARI,Off Target,0,Pass,50,Morocco,IN POSSESSION
27,Ayoub EL KAABI,Incomplete,0,Cross,50,Morocco,IN POSSESSION
29,Achraf HAKIMI,On Target - Saved,0,Pass,50,Morocco,IN POSSESSION
29,Ayoub EL KAABI,On Target - Saved,0,Other,50,Morocco,IN POSSESSION
35,Ismael SAIBARI,Off Target,0,Cross,50,Morocco,IN POSSESSION
38,Achraf HAKIMI,On Target - Goal,1,Loose Ball,50,Morocco,IN POSSESSION
45,Ismael SAIBARI,On Target - Goal,1,Cross,50,Morocco,IN POSSESSION
47,Brahim DIAZ,Off Target,0,Pass,50,Morocco,IN POSSESSION
49,Neil EL AYNAOUI,On Target - Saved,0,Freekick,50,Morocco,IN POSSESSION
58,Bilal EL KHANNOUSS,On Target - Saved,0,Loose Ball,50,Morocco,IN POSSESSION
74,Achraf HAKIMI,Incomplete - Blocked,0,Freekick,50,Morocco,IN POSSESSION
76,Soufiane RAHIMI Deflected,Off Target,0,Corner,50,Morocco,IN POSSESSION
77,Chadi RIAD,Incomplete,0,Corner,50,Morocco,IN POSSESSION
77,Soufiane RAHIMI Deflected,On Target - Goal,1,Loose Ball,50,Morocco,IN POSSESSION
87,Achraf HAKIMI,On Target - Saved,0,Freekick,50,Morocco,IN POSSESSION
88,Azzedine OUNAHI,Incomplete - Blocked,0,Loose Ball,50,Morocco,IN POSSESSION
88,Gessime YASSINE,On Target - Goal,1,Cross,50,Morocco,IN POSSESSION
7,Jean-Ricner BELLEGARDE,Off Target,0,Freekick,50,Haiti,IN POSSESSION
9,Lenny JOSEPH,Incomplete,0,Cross,50,Haiti,IN POSSESSION
42,Wilson ISIDOR,On Target - Goal,1,Pass,50,Haiti,IN POSSESSION
63,Jean-Ricner BELLEGARDE,Incomplete - Blocked,0,Freekick,50,Haiti,IN POSSESSION
94,Duckens NAZON,On Target - Saved,0,Freekick,50,Haiti,IN POSSESSION
94,Jean-Ricner BELLEGARDE,Incomplete - Blocked,0,Corner,50,Haiti,IN POSSESSION
97,Louicius DEEDSON,Incomplete - Blocked,0,Pass,50,Haiti,IN POSSESSION
97,Ricardo ADE,Off Target,0,Pass,50,Haiti,IN POSSESSION
10,Breel EMBOLO,On Target - Saved,0,Pass,51,Switzerland,IN POSSESSION
10,Johan MANZAMBI,Incomplete - Blocked,0,Other,51,Switzerland,IN POSSESSION
16,Breel EMBOLO,On Target - Saved,0,Other,51,Switzerland,IN POSSESSION
37,Granit XHAKA,Off Target,0,Freekick,51,Switzerland,IN POSSESSION
45,Ruben VARGAS,On Target - Goal,1,Cross,51,Switzerland,IN POSSESSION
56,Johan MANZAMBI,On Target - Goal,1,Pass,51,Switzerland,IN POSSESSION
19,Luc DE FOUGEROLLES,On Target - Saved,0,Freekick,51,Canada,IN POSSESSION
32,Cyle LARIN,On Target - Saved,0,Pass,51,Canada,IN POSSESSION
39,Alistair JOHNSTON,Off Target,0,Loose Ball,51,Canada,IN POSSESSION
40,Ali AHMED,On Target - Saved,0,Pass,51,Canada,IN POSSESSION
43,Jonathan DAVID,Off Target,0,Pass,51,Canada,IN POSSESSION
60,Liam MILLAR Deflected,Off Target,0,Pass,51,Canada,IN POSSESSION
60,Derek CORNELIUS Deflected,Off Target,0,Cross,51,Canada,IN POSSESSION
67,Jonathan DAVID Deflected,Off Target,0,Cross,51,Canada,IN POSSESSION
75,Promise DAVID,On Target - Goal,1,Cross,51,Canada,IN POSSESSION
90,Derek CORNELIUS,Off Target,0,Cross,51,Canada,IN POSSESSION
92,Promise DAVID,On Target - Saved,0,Other,51,Canada,IN POSSESSION
95,Alistair JOHNSTON,On Target - Saved,0,Cross,51,Canada,IN POSSESSION
95,Promise DAVID,On Target - Saved,0,Pass,51,Canada,IN POSSESSION
1,Ermedin DEMIROVIC,On Target - Saved,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
2,Ivan SUNJIC,On Target - Saved,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
17,Ivan BASIC Deflected,Off Target,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
22,Kerim ALAJBEGOVIC,Incomplete - Blocked,0,Freekick,52,Bosnia and Herzegovina,IN POSSESSION
32,Ivan BASIC Deflected,Off Target,0,Loose Ball,52,Bosnia and Herzegovina,IN POSSESSION
32,Nikola KATIC,Off Target,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
37,Edin DZEKO,Off Target,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
75,Esmir BAJRAKTAREVIC,Off Target,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
78,Esmir BAJRAKTAREVIC,On Target - Saved,0,Pass,52,Bosnia and Herzegovina,IN POSSESSION
79,Stjepan RADELJIC,Incomplete - Blocked,0,Loose Ball,52,Bosnia and Herzegovina,IN POSSESSION
79,Ermin MAHMIC,On Target - Goal,1,Pass,52,Bosnia and Herzegovina,IN POSSESSION
41,HASSAN ALHAYDOS,On Target - Goal,1,Cross,52,Qatar,IN POSSESSION
44,BOUALEM KHOUKHI,Off Target,0,Pass,52,Qatar,IN POSSESSION
47,PEDRO MIGUEL,Off Target,0,Pass,52,Qatar,IN POSSESSION
56,AKRAM AFIF,Off Target,0,Pass,52,Qatar,IN POSSESSION
59,AKRAM AFIF,Off Target,0,Pass,52,Qatar,IN POSSESSION
85,AHMED ALGANEHI,Off Target,0,Freekick,52,Qatar,IN POSSESSION
93,PEDRO MIGUEL,On Target - Saved,0,Pass,52,Qatar,IN POSSESSION
93,ALMOEZ ALI,On Target - Saved,0,Corner,52,Qatar,IN POSSESSION
6,Vladimir COUFAL,Incomplete - Blocked,0,Cross,53,Czechia,IN POSSESSION
7,Denis VISINSKY,Off Target,0,Loose Ball,53,Czechia,IN POSSESSION
11,Michal SADILEK,Off Target,0,Loose Ball,53,Czechia,IN POSSESSION
14,Denis VISINSKY,Off Target,0,Pass,53,Czechia,IN POSSESSION
43,David DOUDERA,Off Target,0,Loose Ball,53,Czechia,IN POSSESSION
45,Lukas CERV Deflected,On Target - Saved,0,Loose Ball,53,Czechia,IN POSSESSION
53,Lukas CERV,Incomplete,0,Loose Ball,53,Czechia,IN POSSESSION
60,Michal SADILEK,Incomplete - Blocked,0,Pass,53,Czechia,IN POSSESSION
67,David DOUDERA,Off Target,0,Loose Ball,53,Czechia,IN POSSESSION
80,David DOUDERA,Off Target,0,Loose Ball,53,Czechia,IN POSSESSION
92,David DOUDERA,Off Target,0,Cross,53,Czechia,IN POSSESSION
36,Israel REYES,Off Target,0,Loose Ball,53,Mexico,IN POSSESSION
38,Gilberto MORA,Incomplete - Blocked,0,Pass,53,Mexico,IN POSSESSION
38,Jorge SANCHEZ,On Target - Saved,0,Pass,53,Mexico,IN POSSESSION
38,Roberto ALVARADO,Off Target,0,Pass,53,Mexico,IN POSSESSION
47,Julian QUINONES,Off Target,0,Pass,53,Mexico,IN POSSESSION
49,Julian QUINONES,Incomplete - Blocked,0,Pass,53,Mexico,IN POSSESSION
60,Julian QUINONES,On Target - Goal,1,Loose Ball,53,Mexico,IN POSSESSION
76,Julian QUINONES,Off Target,0,Cross,53,Mexico,IN POSSESSION
93,Santiago GIMENEZ,On Target - Saved,0,Pass,53,Mexico,IN POSSESSION
93,Alvaro FIDALGO,On Target - Goal,1,Pass,53,Mexico,IN POSSESSION
5,Relebohile MOFOKENG Deflected,Off Target,0,Loose Ball,54,South Africa,IN POSSESSION
13,Evidence MAKGOPA,Off Target,0,Cross,54,South Africa,IN POSSESSION
18,Thapelo MASEKO Deflected,Off Target,0,Pass,54,South Africa,IN POSSESSION
19,Oswin APPOLLIS,On Target - Saved,0,Pass,54,South Africa,IN POSSESSION
29,Thalente MBATHA,On Target - Saved,0,Loose Ball,54,South Africa,IN POSSESSION
29,Evidence MAKGOPA,On Target - Saved,0,Other,54,South Africa,IN POSSESSION
38,Thapelo MASEKO,Off Target,0,Pass,54,South Africa,IN POSSESSION
41,Relebohile MOFOKENG,Off Target,0,Pass,54,South Africa,IN POSSESSION
42,Thapelo MASEKO,Incomplete - Blocked,0,Pass,54,South Africa,IN POSSESSION
49,Aubrey MODIBA,Off Target,0,Loose Ball,54,South Africa,IN POSSESSION
50,Thapelo MASEKO,Incomplete - Blocked,0,Pass,54,South Africa,IN POSSESSION
62,Thapelo MASEKO,On Target - Goal,1,Pass,54,South Africa,IN POSSESSION
1,KIM Minjae,On Target - Goal,1,Corner,54,Korea Republic,IN POSSESSION
6,OH Hyeongyu,Incomplete,0,Cross,54,Korea Republic,IN POSSESSION
7,LEE Kangin,Off Target,0,Cross,54,Korea Republic,IN POSSESSION
33,HWANG Heechan,Off Target,0,Pass,54,Korea Republic,IN POSSESSION
59,OH Hyeongyu,On Target - Saved,0,Cross,54,Korea Republic,IN POSSESSION
85,SEOL Youngwoo,Off Target,0,Loose Ball,54,Korea Republic,IN POSSESSION
87,SON Heungmin,Incomplete - Blocked,0,Pass,54,Korea Republic,IN POSSESSION
92,PARK Jinseob,On Target - Saved,0,Cross,54,Korea Republic,IN POSSESSION
1,Tahith CHONG,On Target - Saved,0,Other,55,Curaçao,IN POSSESSION
13,Jurien GAARI,Off Target,0,Pass,55,Curaçao,IN POSSESSION
39,Tahith CHONG,Off Target,0,Pass,55,Curaçao,IN POSSESSION
47,Jurien GAARI Deflected,Off Target,0,Corner,55,Curaçao,IN POSSESSION
54,Sherel FLORANUS,Off Target,0,Pass,55,Curaçao,IN POSSESSION
73,Tahith CHONG,On Target - Saved,0,Pass,55,Curaçao,IN POSSESSION
78,Leandro BACUNA,Incomplete,0,Freekick,55,Curaçao,IN POSSESSION
78,Juninho BACUNA,Off Target,0,Loose Ball,55,Curaçao,IN POSSESSION
91,Gervane KASTANEER,Off Target,0,Loose Ball,55,Curaçao,IN POSSESSION
92,Jeremy ANTONISSE Deflected,Off Target,0,Loose Ball,55,Curaçao,IN POSSESSION
6,Nicolas PEPE,On Target - Goal,1,Pass,55,Côte d'Ivoire,IN POSSESSION
9,Amad DIALLO,Off Target,0,Pass,55,Côte d'Ivoire,IN POSSESSION
17,Amad DIALLO,Off Target,0,Cross,55,Côte d'Ivoire,IN POSSESSION
52,Franck KESSIE Deflected,Off Target,0,Pass,55,Côte d'Ivoire,IN POSSESSION
63,Nicolas PEPE,On Target - Goal,1,Pass,55,Côte d'Ivoire,IN POSSESSION
88,Elye WAHI,On Target - Saved,0,Pass,55,Côte d'Ivoire,IN POSSESSION
8,Nilson ANGULO,On Target - Goal,1,Pass,56,Ecuador,IN POSSESSION
31,Enner VALENCIA,Incomplete - Blocked,0,Pass,56,Ecuador,IN POSSESSION
53,Moises CAICEDO,Off Target,0,Corner,56,Ecuador,IN POSSESSION
61,Enner VALENCIA,On Target - Saved,0,Pass,56,Ecuador,IN POSSESSION
72,Gonzalo PLATA,Off Target,0,Cross,56,Ecuador,IN POSSESSION
76,Kevin RODRIGUEZ Deflected,Off Target,0,Pass,56,Ecuador,IN POSSESSION
77,Gonzalo PLATA,On Target - Goal,1,Pass,56,Ecuador,IN POSSESSION
1,Leroy SANE,On Target - Goal,1,Pass,56,Germany,IN POSSESSION
6,Florian WIRTZ,Incomplete - Blocked,0,Loose Ball,56,Germany,IN POSSESSION
13,Felix NMECHA,Off Target,0,Pass,56,Germany,IN POSSESSION
24,Kai HAVERTZ,On Target - Saved,0,Cross,56,Germany,IN POSSESSION
34,Jamal MUSIALA Deflected,Off Target,0,Pass,56,Germany,IN POSSESSION
37,Felix NMECHA Deflected,Off Target,0,Pass,56,Germany,IN POSSESSION
62,Florian WIRTZ,Incomplete - Blocked,0,Pass,56,Germany,IN POSSESSION
75,Leroy SANE,On Target - Saved,0,Loose Ball,56,Germany,IN POSSESSION
92,Deniz UNDAV,Off Target,0,Pass,56,Germany,IN POSSESSION
94,Pascal GROSS,Off Target,0,Loose Ball,56,Germany,IN POSSESSION
14,Ritsu DOAN,Incomplete - Blocked,0,Pass,57,Japan,IN POSSESSION
21,Daizen MAEDA,Off Target,0,Cross,57,Japan,IN POSSESSION
39,Yukinari SUGAWARA,On Target - Saved,0,Pass,57,Japan,IN POSSESSION
44,Keito NAKAMURA,On Target - Saved,0,Pass,57,Japan,IN POSSESSION
51,Ayase UEDA Deflected,Off Target,0,Pass,57,Japan,IN POSSESSION
55,Daizen MAEDA,On Target - Goal,1,Pass,57,Japan,IN POSSESSION
82,Koki OGAWA,Off Target,0,Cross,57,Japan,IN POSSESSION
5,Alexander BERNHARDSSON,On Target - Saved,0,Pass,57,Sweden,IN POSSESSION
47,Viktor GYOKERES Deflected,Off Target,0,Loose Ball,57,Sweden,IN POSSESSION
49,Gustaf LAGERBIELKE,Off Target,0,Corner,57,Sweden,IN POSSESSION
61,Anthony ELANGA,On Target - Goal,1,Pass,57,Sweden,IN POSSESSION
64,Alexander ISAK,On Target - Saved,0,Loose Ball,57,Sweden,IN POSSESSION
77,Daniel SVENSSON Deflected,Off Target,0,Pass,57,Sweden,IN POSSESSION
78,Victor LINDELOF,Off Target,0,Corner,57,Sweden,IN POSSESSION
78,Ken SEMA,Incomplete - Blocked,0,Loose Ball,57,Sweden,IN POSSESSION
80,Gustaf LAGERBIELKE,Off Target,0,Freekick,57,Sweden,IN POSSESSION
92,Anthony ELANGA,On Target - Saved,0,Pass,57,Sweden,IN POSSESSION
93,Alexander ISAK,On Target - Saved,0,Corner,57,Sweden,IN POSSESSION
1,Ismael GHARBI,Off Target,0,Cross,58,Tunisia,IN POSSESSION
8,Ali ABDI,Off Target,0,Cross,58,Tunisia,IN POSSESSION
31,Ismael GHARBI,Off Target,0,Freekick,58,Tunisia,IN POSSESSION
53,Hazem MASTOURI,On Target - Goal,1,Corner,58,Tunisia,IN POSSESSION
64,Hazem MASTOURI,On Target - Saved,0,Pass,58,Tunisia,IN POSSESSION
75,Hannibal MEJBRI,On Target - Saved,0,Pass,58,Tunisia,IN POSSESSION
76,Elias ACHOURI,Off Target,0,Loose Ball,58,Tunisia,IN POSSESSION
89,Hazem MASTOURI,Off Target,0,Loose Ball,58,Tunisia,IN POSSESSION
93,Elias ACHOURI,Incomplete - Blocked,0,Loose Ball,58,Tunisia,IN POSSESSION
6,Brian BROBBEY,On Target - Goal,1,Pass,58,Netherlands,IN POSSESSION
10,Frenkie DE JONG,Incomplete - Blocked,0,Loose Ball,58,Netherlands,IN POSSESSION
16,Jan Paul VAN HECKE,Off Target,0,Freekick,58,Netherlands,IN POSSESSION
18,Tijjani REIJNDERS,On Target - Saved,0,Loose Ball,58,Netherlands,IN POSSESSION
