team,jersey,player,lb_attempted,lb_completed,through,around,over,via_pass,via_cross,via_carry,dir_sum_ok,match_number,header
Netherlands,5,Nathan AKE,10,6,1,6,3,10,0,0,1,75,IN POSSESSION
Netherlands,6,Jan Paul VAN HECKE,20,13,1,11,8,18,1,1,1,75,IN POSSESSION
Netherlands,8,Ryan GRAVENBERCH,6,4,2,3,1,6,0,0,1,75,IN POSSESSION
Netherlands,11,Cody GAKPO,4,1,2,0,2,4,0,0,1,75,IN POSSESSION
Netherlands,15,Micky VAN DE VEN,3,0,1,1,1,3,0,0,1,75,IN POSSESSION
Netherlands,19,Brian BROBBEY,2,2,1,0,1,2,0,0,1,75,IN POSSESSION
Netherlands,21,Frenkie DE JONG,10,7,4,3,3,10,0,0,1,75,IN POSSESSION
Netherlands,22,Denzel DUMFRIES,13,2,0,2,11,12,0,1,1,75,IN POSSESSION
Netherlands,24,Crysencio SUMMERVILLE,4,3,2,1,1,4,0,0,1,75,IN POSSESSION
Netherlands,3,Marten DE ROON,0,0,0,0,0,0,0,0,1,75,IN POSSESSION
Netherlands,7,Justin KLUIVERT,0,0,0,0,0,0,0,0,1,75,IN POSSESSION
Netherlands,9,Wout WEGHORST,2,1,0,0,2,2,0,0,1,75,IN POSSESSION
Netherlands,20,Teun KOOPMEINERS,7,5,1,1,5,7,0,0,1,75,IN POSSESSION
Netherlands,25,Jorrel HATO,3,2,0,1,2,2,1,0,1,75,IN POSSESSION
Netherlands,26,Quinten TIMBER,4,2,0,2,2,2,0,2,1,75,IN POSSESSION
Morocco,1,Yassine BOUNOU,7,1,0,0,7,7,0,0,1,75,IN POSSESSION
Morocco,2,Achraf HAKIMI,12,11,1,10,1,12,0,0,1,75,IN POSSESSION
Morocco,3,Noussair MAZRAOUI,12,11,2,8,2,12,0,0,1,75,IN POSSESSION
Morocco,6,Ayyoub BOUADDI,6,5,0,4,2,6,0,0,1,75,IN POSSESSION
Morocco,8,Azzedine OUNAHI,22,21,6,11,5,21,0,1,1,75,IN POSSESSION
Morocco,10,Brahim DIAZ,6,3,0,4,2,6,0,0,1,75,IN POSSESSION
Morocco,11,Ismael SAIBARI,4,4,2,2,0,3,0,1,1,75,IN POSSESSION
Morocco,14,Issa DIOP,5,4,1,2,2,5,0,0,1,75,IN POSSESSION
Morocco,18,Chadi RIAD,2,1,0,1,1,2,0,0,1,75,IN POSSESSION
Morocco,23,Bilal EL KHANNOUSS,11,5,6,3,2,11,0,0,1,75,IN POSSESSION
Morocco,24,Neil EL AYNAOUI,16,14,7,7,2,16,0,0,1,75,IN POSSESSION
Morocco,7,Chemsdine TALBI,5,3,0,2,3,2,2,1,1,75,IN POSSESSION
Morocco,9,Soufiane RAHIMI,3,0,1,0,2,3,0,0,1,75,IN POSSESSION
Morocco,15,Samir EL MOURABET,9,7,3,3,3,9,0,0,1,75,IN POSSESSION
Morocco,16,Gessime YASSINE,3,1,0,1,2,3,0,0,1,75,IN POSSESSION
Morocco,26,Anass SALAH EDDINE,6,3,1,2,3,6,0,0,1,75,IN POSSESSION
Brazil,1,ALISSON,8,2,0,0,8,8,0,0,1,76,IN POSSESSION
Brazil,3,GABRIEL MAGALHAES,26,23,5,15,6,26,0,0,1,76,IN POSSESSION
Brazil,4,MARQUINHOS,20,17,0,13,7,19,1,0,1,76,IN POSSESSION
Brazil,5,CASEMIRO,13,9,5,0,8,13,0,0,1,76,IN POSSESSION
Brazil,7,VINICIUS JUNIOR,12,9,3,6,3,7,2,3,1,76,IN POSSESSION
Brazil,8,BRUNO GUIMARAES,13,8,4,4,5,12,1,0,1,76,IN POSSESSION
Brazil,9,MATHEUS CUNHA,5,5,1,4,0,4,0,1,1,76,IN POSSESSION
Brazil,13,DANILO,16,14,2,11,3,15,0,1,1,76,IN POSSESSION
Brazil,16,DOUGLAS SANTOS,12,9,1,8,3,12,0,0,1,76,IN POSSESSION
Brazil,20,LUCAS PAQUETA,15,11,3,8,4,14,1,0,1,76,IN POSSESSION
Brazil,26,RAYAN,10,5,1,1,8,3,6,1,1,76,IN POSSESSION
Brazil,17,FABINHO,0,0,0,0,0,0,0,0,1,76,IN POSSESSION
Brazil,18,DANILO SANTOS,1,0,0,1,0,1,0,0,1,76,IN POSSESSION
Brazil,19,ENDRICK,5,2,3,1,1,4,0,1,1,76,IN POSSESSION
Brazil,22,GABRIEL MARTINELLI,4,4,1,2,1,4,0,0,1,76,IN POSSESSION
Japan,1,Zion SUZUKI,20,11,5,0,15,20,0,0,1,76,IN POSSESSION
Japan,3,Shogo TANIGUCHI,8,6,4,1,3,8,0,0,1,76,IN POSSESSION
Japan,10,Ritsu DOAN,5,4,0,4,1,4,0,1,1,76,IN POSSESSION
Japan,11,Daizen MAEDA,2,2,2,0,0,2,0,0,1,76,IN POSSESSION
Japan,13,Keito NAKAMURA,3,3,0,1,2,3,0,0,1,76,IN POSSESSION
Japan,14,Junya ITO,5,1,0,1,4,4,1,0,1,76,IN POSSESSION
Japan,15,Daichi KAMADA,9,9,3,5,1,9,0,0,1,76,IN POSSESSION
Japan,18,Ayase UEDA,1,0,1,0,0,1,0,0,1,76,IN POSSESSION
Japan,21,Hiroki ITO,19,14,2,10,7,18,1,0,1,76,IN POSSESSION
Japan,22,Takehiro TOMIYASU,16,11,3,6,7,16,0,0,1,76,IN POSSESSION
Japan,24,Kaishu SANO,7,6,2,4,1,7,0,0,1,76,IN POSSESSION
Japan,2,Yukinari SUGAWARA,2,1,0,1,1,2,0,0,1,76,IN POSSESSION
Japan,6,Shuto MACHINO,2,1,0,0,2,2,0,0,1,76,IN POSSESSION
Japan,7,Ao TANAKA,3,2,2,0,1,3,0,0,1,76,IN POSSESSION
Japan,19,Koki OGAWA,0,0,0,0,0,0,0,0,1,76,IN POSSESSION
Japan,25,Junnosuke SUZUKI,3,1,1,2,0,2,1,0,1,76,IN POSSESSION
France,16,Mike MAIGNAN,12,4,0,3,9,12,0,0,1,77,IN POSSESSION
France,3,Lucas DIGNE,16,14,3,8,5,16,0,0,1,77,IN POSSESSION
France,4,Dayot UPAMECANO,12,11,4,6,2,12,0,0,1,77,IN POSSESSION
France,5,Jules KOUNDE,10,8,0,9,1,10,0,0,1,77,IN POSSESSION
France,7,Ousmane DEMBELE,10,7,3,5,2,8,1,1,1,77,IN POSSESSION
France,8,Aurelien TCHOUAMENI,9,9,6,2,1,9,0,0,1,77,IN POSSESSION
France,10,Kylian MBAPPE,17,16,4,4,9,16,0,1,1,77,IN POSSESSION
France,11,Michael OLISE,26,21,12,8,6,20,3,3,1,77,IN POSSESSION
France,12,Bradley BARCOLA,3,2,0,3,0,2,0,1,1,77,IN POSSESSION
France,14,Adrien RABIOT,19,17,5,11,3,18,0,1,1,77,IN POSSESSION
France,17,William SALIBA,9,9,3,6,0,8,0,1,1,77,IN POSSESSION
France,2,Malo GUSTO,5,5,1,4,0,5,0,0,1,77,IN POSSESSION
France,19,Theo HERNANDEZ,4,4,1,3,0,4,0,0,1,77,IN POSSESSION
France,20,Desire DOUE,1,1,0,0,1,0,1,0,1,77,IN POSSESSION
France,22,Jean-Philippe MATETA,0,0,0,0,0,0,0,0,1,77,IN POSSESSION
France,24,Rayan CHERKI,1,1,0,1,0,1,0,0,1,77,IN POSSESSION
Sweden,1,Jacob WIDELL ZETTERSTROM,18,5,0,2,16,18,0,0,1,77,IN POSSESSION
Sweden,2,Gustaf LAGERBIELKE,14,11,2,9,3,14,0,0,1,77,IN POSSESSION
Sweden,3,Victor LINDELOF,12,10,5,1,6,12,0,0,1,77,IN POSSESSION
Sweden,5,Gabriel GUDMUNDSSON,17,10,1,7,9,17,0,0,1,77,IN POSSESSION
Sweden,7,Lucas BERGVALL,8,7,5,1,2,8,0,0,1,77,IN POSSESSION
Sweden,8,Daniel SVENSSON,11,6,3,1,7,11,0,0,1,77,IN POSSESSION
Sweden,9,Alexander ISAK,4,3,4,0,0,4,0,0,1,77,IN POSSESSION
Sweden,11,Anthony ELANGA,11,7,5,5,1,10,0,1,1,77,IN POSSESSION
Sweden,17,Viktor GYOKERES,5,3,1,0,4,5,0,0,1,77,IN POSSESSION
Sweden,18,Yasin AYARI,7,4,4,0,3,5,2,0,1,77,IN POSSESSION
Sweden,24,Elliot STROUD,5,1,1,3,1,3,0,2,1,77,IN POSSESSION
Sweden,10,Benjamin NYGREN,1,0,1,0,0,1,0,0,1,77,IN POSSESSION
Sweden,19,Mattias SVANBERG,1,1,1,0,0,1,0,0,1,77,IN POSSESSION
Sweden,22,Besfort ZENELI,3,1,1,1,1,3,0,0,1,77,IN POSSESSION
Sweden,25,Gustaf NILSSON,0,0,0,0,0,0,0,0,1,77,IN POSSESSION
Sweden,26,Taha ALI,2,2,0,2,0,0,0,2,1,77,IN POSSESSION
Côte d'Ivoire,1,Yahia FOFANA,9,6,1,0,8,9,0,0,1,78,IN POSSESSION
Côte d'Ivoire,3,Ghislain KONAN,20,13,6,8,6,16,1,3,1,78,IN POSSESSION
Côte d'Ivoire,7,Odilon KOSSOUNOU,6,6,3,3,0,6,0,0,1,78,IN POSSESSION
Côte d'Ivoire,8,Franck KESSIE,10,7,2,4,4,10,0,0,1,78,IN POSSESSION
Côte d'Ivoire,9,Ange-Yoan BONNY,0,0,0,0,0,0,0,0,1,78,IN POSSESSION
Côte d'Ivoire,11,Yan DIOMANDE,8,8,2,4,2,7,1,0,1,78,IN POSSESSION
Côte d'Ivoire,17,Guela DOUE,11,4,3,1,7,9,2,0,1,78,IN POSSESSION
Côte d'Ivoire,18,Ibrahim SANGARE,16,15,8,7,1,16,0,0,1,78,IN POSSESSION
Côte d'Ivoire,19,Nicolas PEPE,11,6,1,4,6,6,4,1,1,78,IN POSSESSION
Côte d'Ivoire,20,Emmanuel AGBADOU,11,10,1,7,3,11,0,0,1,78,IN POSSESSION
Côte d'Ivoire,26,Christ Inao OULAI,10,9,0,3,7,10,0,0,1,78,IN POSSESSION
Côte d'Ivoire,12,Elye WAHI,1,1,1,0,0,1,0,0,1,78,IN POSSESSION
Côte d'Ivoire,14,Oumar DIAKITE,2,1,1,1,0,2,0,0,1,78,IN POSSESSION
Côte d'Ivoire,15,Amad DIALLO,5,4,3,1,1,4,1,0,1,78,IN POSSESSION
Côte d'Ivoire,22,Evann GUESSAND,0,0,0,0,0,0,0,0,1,78,IN POSSESSION
Côte d'Ivoire,24,Bazoumana TOURE,1,0,1,0,0,0,0,1,1,78,IN POSSESSION
Norway,1,Orjan NYLAND,18,13,3,1,14,18,0,0,1,78,IN POSSESSION
Norway,3,Kristoffer AJER,14,13,1,11,2,13,0,1,1,78,IN POSSESSION
Norway,5,David MOLLER WOLFE,15,12,0,12,3,14,0,1,1,78,IN POSSESSION
Norway,6,Patrick BERG,4,4,1,3,0,3,0,1,1,78,IN POSSESSION
Norway,7,Alexander SORLOTH,7,5,1,2,4,6,0,1,1,78,IN POSSESSION
Norway,8,Sander BERGE,15,14,5,9,1,15,0,0,1,78,IN POSSESSION
Norway,9,Erling HAALAND,2,0,0,1,1,1,0,1,1,78,IN POSSESSION
Norway,10,Martin ODEGAARD,20,17,7,8,5,17,2,1,1,78,IN POSSESSION
Norway,16,Marcus HOLMGREN PEDERSEN,11,6,0,2,9,9,1,1,1,78,IN POSSESSION
Norway,17,Torbjorn HEGGEM,9,8,2,6,1,9,0,0,1,78,IN POSSESSION
Norway,20,Antonio NUSA,4,3,2,1,1,4,0,0,1,78,IN POSSESSION
Norway,14,Fredrik AURSNES,7,5,0,4,3,6,0,1,1,78,IN POSSESSION
Norway,21,Andreas SCHJELDERUP,4,2,2,1,1,3,1,0,1,78,IN POSSESSION
Norway,22,Oscar BOBB,2,1,0,2,0,2,0,0,1,78,IN POSSESSION
Mexico,1,Raul RANGEL,21,13,2,1,18,21,0,0,1,79,IN POSSESSION
Mexico,2,Jorge SANCHEZ,10,8,1,5,4,9,0,1,1,79,IN POSSESSION
Mexico,3,Cesar MONTES,15,11,6,5,4,14,0,1,1,79,IN POSSESSION
Mexico,5,Johan VASQUEZ,6,6,3,1,2,6,0,0,1,79,IN POSSESSION
Mexico,6,Erik LIRA,7,6,2,1,4,7,0,0,1,79,IN POSSESSION
Mexico,7,Luis ROMO,7,6,4,1,2,7,0,0,1,79,IN POSSESSION
Mexico,9,Raul JIMENEZ,7,4,3,2,2,6,0,1,1,79,IN POSSESSION
Mexico,16,Julian QUINONES,2,2,0,0,2,2,0,0,1,79,IN POSSESSION
Mexico,19,Gilberto MORA,4,4,1,3,0,4,0,0,1,79,IN POSSESSION
Mexico,23,Jesus GALLARDO,9,5,0,2,7,9,0,0,1,79,IN POSSESSION
Mexico,25,Roberto ALVARADO,8,6,5,1,2,8,0,0,1,79,IN POSSESSION
Mexico,11,Santiago GIMENEZ,0,0,0,0,0,0,0,0,1,79,IN POSSESSION
Mexico,15,Israel REYES,3,2,1,1,1,3,0,0,1,79,IN POSSESSION
Mexico,17,Orbelin PINEDA,1,0,0,1,0,0,0,1,1,79,IN POSSESSION
Mexico,18,Obed VARGAS,2,2,1,1,0,1,0,1,1,79,IN POSSESSION
Mexico,26,Brian GUTIERREZ,2,1,2,0,0,2,0,0,1,79,IN POSSESSION
Ecuador,1,Hernan GALINDEZ,14,3,0,0,14,14,0,0,1,79,IN POSSESSION
Ecuador,3,Piero HINCAPIE,18,10,0,10,8,15,2,1,1,79,IN POSSESSION
Ecuador,4,Joel ORDONEZ,4,1,0,1,3,4,0,0,1,79,IN POSSESSION
Ecuador,6,Willian PACHO,5,4,2,1,2,5,0,0,1,79,IN POSSESSION
Ecuador,9,John YEBOAH,6,2,2,3,1,5,0,1,1,79,IN POSSESSION
Ecuador,13,Enner VALENCIA,0,0,0,0,0,0,0,0,1,79,IN POSSESSION
Ecuador,15,Pedro VITE,19,17,3,11,5,17,2,0,1,79,IN POSSESSION
Ecuador,19,Gonzalo PLATA,6,3,2,3,1,4,0,2,1,79,IN POSSESSION
Ecuador,20,Nilson ANGULO,8,5,1,7,0,3,0,5,1,79,IN POSSESSION
Ecuador,21,Alan FRANCO,5,3,0,2,3,5,0,0,1,79,IN POSSESSION
Ecuador,23,Moises CAICEDO,18,13,2,8,8,18,0,0,1,79,IN POSSESSION
Ecuador,10,Kendry PAEZ,5,3,2,2,1,4,0,1,1,79,IN POSSESSION
Ecuador,11,Kevin RODRIGUEZ,0,0,0,0,0,0,0,0,1,79,IN POSSESSION
Ecuador,16,Jordy CAICEDO,0,0,0,0,0,0,0,0,1,79,IN POSSESSION
Ecuador,17,Angelo PRECIADO,5,2,0,3,2,5,0,0,1,79,IN POSSESSION
Ecuador,26,Yaimar MEDINA,4,3,0,3,1,4,0,0,1,79,IN POSSESSION
England,1,Jordan PICKFORD,9,5,1,0,8,9,0,0,1,80,IN POSSESSION
England,2,Ezri KONSA,18,16,3,12,3,18,0,0,1,80,IN POSSESSION
England,3,Nico OREILLY,8,8,0,6,2,7,0,1,1,80,IN POSSESSION
England,4,Declan RICE,22,19,7,7,8,17,4,1,1,80,IN POSSESSION
England,6,Marc GUEHI,12,12,2,7,3,12,0,0,1,80,IN POSSESSION
England,8,Elliot ANDERSON,18,16,4,9,5,15,1,2,1,80,IN POSSESSION
England,9,Harry KANE,4,3,0,2,2,4,0,0,1,80,IN POSSESSION
England,10,Jude BELLINGHAM,12,9,3,7,2,10,2,0,1,80,IN POSSESSION
England,11,Marcus RASHFORD,9,7,1,4,4,6,1,2,1,80,IN POSSESSION
England,20,Noni MADUEKE,14,9,0,10,4,5,4,5,1,80,IN POSSESSION
England,25,Djed SPENCE,15,9,0,13,2,12,1,2,1,80,IN POSSESSION
England,5,John STONES,0,0,0,0,0,0,0,0,1,80,IN POSSESSION
England,7,Bukayo SAKA,3,2,0,2,1,3,0,0,1,80,IN POSSESSION
England,18,Anthony GORDON,9,8,2,7,0,6,0,3,1,80,IN POSSESSION
England,21,Eberechi EZE,2,2,2,0,0,2,0,0,1,80,IN POSSESSION
Congo DR,1,Lionel MPASI,14,5,1,0,13,14,0,0,1,80,IN POSSESSION
Congo DR,2,Aaron WANBISSAKA,13,10,1,7,5,11,1,1,1,80,IN POSSESSION
Congo DR,4,Axel TUANZEBE,17,13,2,11,4,15,0,2,1,80,IN POSSESSION
Congo DR,6,Ngalayel MUKAU,4,4,3,1,0,4,0,0,1,80,IN POSSESSION
Congo DR,7,Nathanael MBUKU,4,4,0,4,0,2,0,2,1,80,IN POSSESSION
Congo DR,8,Samuel MOUTOUSSAMY,15,12,6,4,5,14,0,1,1,80,IN POSSESSION
Congo DR,9,Brian CIPENGA,6,2,2,3,1,4,0,2,1,80,IN POSSESSION
Congo DR,14,Noah SADIKI,7,7,3,4,0,7,0,0,1,80,IN POSSESSION
Congo DR,20,Yoane WISSA,2,1,1,0,1,1,0,1,1,80,IN POSSESSION
Congo DR,22,Chancel MBEMBA,19,13,2,7,10,19,0,0,1,80,IN POSSESSION
Congo DR,26,Arthur MASUAKU,19,14,2,12,5,17,1,1,1,80,IN POSSESSION
Congo DR,10,Theo BONGONDA,2,0,0,0,2,1,1,0,1,80,IN POSSESSION
Congo DR,12,Joris KAYEMBE,4,3,0,2,2,3,0,1,1,80,IN POSSESSION
Congo DR,13,Meschack ELIA,2,1,1,1,0,0,0,2,1,80,IN POSSESSION
Congo DR,19,Fiston MAYELE,0,0,0,0,0,0,0,0,1,80,IN POSSESSION
Congo DR,25,Edo KAYEMBE,2,2,1,0,1,2,0,0,1,80,IN POSSESSION
USA,24,Matt FREESE,8,3,1,0,7,8,0,0,1,81,IN POSSESSION
USA,2,Sergino DEST,4,3,2,2,0,4,0,0,1,81,IN POSSESSION
USA,3,Chris RICHARDS,5,2,1,0,4,5,0,0,1,81,IN POSSESSION
USA,4,Tyler ADAMS,10,6,4,1,5,10,0,0,1,81,IN POSSESSION
USA,5,Antonee ROBINSON,19,9,5,5,9,15,1,3,1,81,IN POSSESSION
USA,8,Weston McKENNIE,14,10,6,2,6,14,0,0,1,81,IN POSSESSION
USA,10,Christian PULISIC,9,7,3,5,1,2,2,5,1,81,IN POSSESSION
USA,13,Tim REAM,19,16,4,10,5,19,0,0,1,81,IN POSSESSION
USA,16,Alex FREEMAN,16,13,7,7,2,15,0,1,1,81,IN POSSESSION
USA,17,Malik TILLMAN,13,7,4,3,6,8,3,2,1,81,IN POSSESSION
USA,20,Folarin BALOGUN,3,2,2,1,0,2,0,1,1,81,IN POSSESSION
USA,7,Giovanni REYNA,2,1,0,1,1,2,0,0,1,81,IN POSSESSION
USA,9,Ricardo PEPI,0,0,0,0,0,0,0,0,1,81,IN POSSESSION
USA,14,Sebastian BERHALTER,4,3,1,1,2,4,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,1,Nikola VASILJ,10,4,0,1,9,10,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,4,Tarik MUHAREMOVIC,16,9,1,6,9,16,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,5,Sead KOLASINAC,7,5,1,3,3,7,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,7,Amar DEDIC,6,3,0,3,3,6,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,8,Armin GIGOVIC,2,0,1,0,1,2,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,10,Ermedin DEMIROVIC,0,0,0,0,0,0,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,11,Edin DZEKO,1,0,0,1,0,1,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,14,Ivan SUNJIC,4,3,1,2,1,4,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,18,Nikola KATIC,6,4,0,4,2,6,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,19,Kerim ALAJBEGOVIC,11,5,1,7,3,7,2,2,1,81,IN POSSESSION
Bosnia and Herzegovina,21,Stjepan RADELJIC,14,10,2,6,6,14,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,6,Benjamin TAHIROVIC,9,7,1,3,5,9,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,15,Amar MEMIC,3,1,0,2,1,2,1,0,1,81,IN POSSESSION
Bosnia and Herzegovina,20,Esmir BAJRAKTAREVIC,3,0,0,0,3,0,3,0,1,81,IN POSSESSION
Bosnia and Herzegovina,23,Haris TABAKOVIC,0,0,0,0,0,0,0,0,1,81,IN POSSESSION
Bosnia and Herzegovina,26,Ermin MAHMIC,6,1,1,0,5,5,1,0,1,81,IN POSSESSION
Belgium,1,Thibaut COURTOIS,11,6,0,0,11,11,0,0,1,82,IN POSSESSION
Belgium,3,Arthur THEATE,26,22,1,19,6,26,0,0,1,82,IN POSSESSION
Belgium,4,Brandon MECHELE,14,12,6,3,5,14,0,0,1,82,IN POSSESSION
Belgium,5,Maxim DE CUYPER,5,3,0,4,1,4,1,0,1,82,IN POSSESSION
Belgium,7,Kevin DE BRUYNE,11,8,1,6,4,10,1,0,1,82,IN POSSESSION
Belgium,8,Youri TIELEMANS,18,13,8,4,6,16,2,0,1,82,IN POSSESSION
Belgium,10,Leandro TROSSARD,13,9,5,2,6,13,0,0,1,82,IN POSSESSION
Belgium,11,Jeremy DOKU,4,1,3,1,0,1,0,3,1,82,IN POSSESSION
Belgium,17,Charles DE KETELAERE,2,1,1,1,0,2,0,0,1,82,IN POSSESSION
Belgium,20,Hans VANAKEN,4,3,1,2,1,4,0,0,1,82,IN POSSESSION
Belgium,21,Timothy CASTAGNE,17,12,2,9,6,17,0,0,1,82,IN POSSESSION
Belgium,9,Romelu LUKAKU,2,2,1,1,0,2,0,0,1,82,IN POSSESSION
Belgium,14,Dodi LUKEBAKIO,4,1,1,0,3,3,1,0,1,82,IN POSSESSION
Belgium,15,Thomas MEUNIER,6,1,0,3,3,6,0,0,1,82,IN POSSESSION
Belgium,19,Diego MOREIRA,8,4,2,2,4,4,1,3,1,82,IN POSSESSION
Belgium,23,Nicolas RASKIN,14,10,2,5,7,14,0,0,1,82,IN POSSESSION
Belgium,24,Amadou ONANA,1,1,1,0,0,1,0,0,1,82,IN POSSESSION
Senegal,23,Mory DIAW,35,14,2,1,32,35,0,0,1,82,IN POSSESSION
Senegal,5,Idrissa Gana GUEYE,10,7,3,2,5,9,0,1,1,82,IN POSSESSION
Senegal,6,Pathe CISS,26,23,3,15,8,24,0,2,1,82,IN POSSESSION
Senegal,10,Sadio MANE,10,7,2,5,3,7,1,2,1,82,IN POSSESSION
Senegal,13,Iliman NDIAYE,5,3,1,4,0,5,0,0,1,82,IN POSSESSION
Senegal,14,Ismail JAKOBS,10,7,1,4,5,9,1,0,1,82,IN POSSESSION
Senegal,15,Krepin DIATTA,25,19,6,11,8,24,0,1,1,82,IN POSSESSION
Senegal,18,Ismaila SARR,5,2,2,1,2,5,0,0,1,82,IN POSSESSION
Senegal,19,Moussa NIAKHATE,21,19,2,15,4,21,0,0,1,82,IN POSSESSION
Senegal,21,Habib DIARRA,9,9,4,3,2,9,0,0,1,82,IN POSSESSION
Senegal,26,Pape GUEYE,10,8,6,1,3,9,1,0,1,82,IN POSSESSION
Senegal,8,Lamine CAMARA,5,5,2,1,2,4,1,0,1,82,IN POSSESSION
Senegal,11,Nicolas JACKSON,2,1,1,1,0,1,1,0,1,82,IN POSSESSION
Senegal,17,Pape Matar SARR,9,8,2,3,4,9,0,0,1,82,IN POSSESSION
Senegal,20,Ibrahim MBAYE,3,0,0,1,2,0,2,1,1,82,IN POSSESSION
Senegal,22,Bara Sapoko NDIAYE,2,1,0,0,2,2,0,0,1,82,IN POSSESSION
Senegal,25,El Hadji Malick DIOUF,8,4,1,2,5,7,1,0,1,82,IN POSSESSION
Portugal,1,DIOGO COSTA,6,4,1,0,5,6,0,0,1,83,IN POSSESSION
Portugal,3,RUBEN DIAS,21,15,5,9,7,21,0,0,1,83,IN POSSESSION
Portugal,7,CRISTIANO RONALDO,3,2,1,0,2,3,0,0,1,83,IN POSSESSION
Portugal,8,BRUNO FERNANDES,6,4,0,5,1,4,2,0,1,83,IN POSSESSION
Portugal,13,RENATO VEIGA,10,10,1,9,0,10,0,0,1,83,IN POSSESSION
Portugal,15,JOAO NEVES,9,7,3,4,2,9,0,0,1,83,IN POSSESSION
Portugal,17,RAFAEL LEAO,12,10,3,6,3,8,1,3,1,83,IN POSSESSION
Portugal,18,PEDRO NETO,2,1,1,1,0,2,0,0,1,83,IN POSSESSION
Portugal,20,JOAO CANCELO,12,7,0,8,4,10,2,0,1,83,IN POSSESSION
Portugal,23,VITINHA,13,10,2,8,3,12,0,1,1,83,IN POSSESSION
Portugal,25,NUNO MENDES,19,13,6,7,6,18,1,0,1,83,IN POSSESSION
Portugal,2,NELSON SEMEDO,5,5,2,2,1,5,0,0,1,83,IN POSSESSION
Portugal,9,GONCALO RAMOS,0,0,0,0,0,0,0,0,1,83,IN POSSESSION
Portugal,10,BERNARDO SILVA,1,0,0,0,1,1,0,0,1,83,IN POSSESSION
Portugal,21,RUBEN NEVES,2,2,0,1,1,2,0,0,1,83,IN POSSESSION
Portugal,26,FRANCISCO CONCEICAO,0,0,0,0,0,0,0,0,1,83,IN POSSESSION
Croatia,1,Dominik LIVAKOVIC,4,2,2,0,2,4,0,0,1,83,IN POSSESSION
Croatia,2,Josip STANISIC,13,9,3,4,6,12,0,1,1,83,IN POSSESSION
Croatia,3,Marin PONGRACIC,13,8,2,3,8,13,0,0,1,83,IN POSSESSION
Croatia,6,Josip SUTALO,10,4,0,1,9,9,0,1,1,83,IN POSSESSION
Croatia,8,Mateo KOVACIC,15,13,9,5,1,12,0,3,1,83,IN POSSESSION
Croatia,10,Luka MODRIC,20,16,7,3,10,18,2,0,1,83,IN POSSESSION
Croatia,11,Ante BUDIMIR,0,0,0,0,0,0,0,0,1,83,IN POSSESSION
Croatia,13,Nikola VLASIC,5,4,1,3,1,4,1,0,1,83,IN POSSESSION
Croatia,14,Ivan PERISIC,13,6,1,5,7,9,3,1,1,83,IN POSSESSION
Croatia,16,Martin BATURINA,2,1,1,1,0,1,0,1,1,83,IN POSSESSION
Croatia,17,Petar SUCIC,8,5,3,3,2,7,0,1,1,83,IN POSSESSION
Croatia,4,Josko GVARDIOL,2,1,0,1,1,2,0,0,1,83,IN POSSESSION
Croatia,9,Andrej KRAMARIC,0,0,0,0,0,0,0,0,1,83,IN POSSESSION
Croatia,15,Mario PASALIC,1,1,1,0,0,1,0,0,1,83,IN POSSESSION
Croatia,20,Igor MATANOVIC,0,0,0,0,0,0,0,0,1,83,IN POSSESSION
Spain,23,Unai SIMON,9,7,2,0,7,9,0,0,1,84,IN POSSESSION
Spain,10,Dani OLMO,7,6,2,5,0,5,0,2,1,84,IN POSSESSION
Spain,12,Pedro PORRO,17,11,4,8,5,15,2,0,1,84,IN POSSESSION
Spain,14,Aymeric LAPORTE,31,27,8,16,7,31,0,0,1,84,IN POSSESSION
Spain,15,Alex BAENA,16,10,6,7,3,12,1,3,1,84,IN POSSESSION
Spain,16,RODRI,15,15,7,3,5,14,0,1,1,84,IN POSSESSION
Spain,19,Lamine YAMAL,6,5,2,4,0,2,0,4,1,84,IN POSSESSION
Spain,20,PEDRI,14,12,8,5,1,13,0,1,1,84,IN POSSESSION
Spain,21,Mikel OYARZABAL,4,3,2,2,0,4,0,0,1,84,IN POSSESSION
Spain,22,Pau CUBARSI,25,24,6,17,2,23,1,1,1,84,IN POSSESSION
Spain,24,Marc CUCURELLA,21,18,5,12,4,19,1,1,1,84,IN POSSESSION
Spain,2,Marc PUBILL,1,1,0,1,0,1,0,0,1,84,IN POSSESSION
Spain,6,Mikel MERINO,1,1,0,1,0,1,0,0,1,84,IN POSSESSION
Spain,7,Ferran TORRES,2,1,0,2,0,1,0,1,1,84,IN POSSESSION
Spain,8,Fabian RUIZ,1,1,0,1,0,1,0,0,1,84,IN POSSESSION
