team,jersey,player,lb_attempted,lb_completed,through,around,over,via_pass,via_cross,via_carry,dir_sum_ok,match_number,header
Mexico,1,Raul RANGEL,13,10,1,0,12,13,0,0,1,1,IN POSSESSION
Mexico,3,Cesar MONTES,17,12,5,3,9,16,1,0,1,1,IN POSSESSION
Mexico,5,Johan VASQUEZ,16,13,1,12,3,14,0,2,1,1,IN POSSESSION
Mexico,6,Erik LIRA,11,10,6,3,2,11,0,0,1,1,IN POSSESSION
Mexico,8,Alvaro FIDALGO,7,4,3,2,2,7,0,0,1,1,IN POSSESSION
Mexico,9,Raul JIMENEZ,3,2,1,1,1,3,0,0,1,1,IN POSSESSION
Mexico,15,Israel REYES,13,9,4,4,5,12,1,0,1,1,IN POSSESSION
Mexico,16,Julian QUINONES,12,12,7,4,1,10,0,2,1,1,IN POSSESSION
Mexico,23,Jesus GALLARDO,10,5,1,3,6,9,0,1,1,1,IN POSSESSION
Mexico,25,Roberto ALVARADO,11,8,3,3,5,8,2,1,1,1,IN POSSESSION
Mexico,26,Brian GUTIERREZ,6,5,2,2,2,6,0,0,1,1,IN POSSESSION
Mexico,4,Edson ALVAREZ,5,5,1,2,2,5,0,0,1,1,IN POSSESSION
Mexico,10,Alexis VEGA,1,0,0,1,0,0,0,1,1,1,IN POSSESSION
Mexico,14,Armando GONZALEZ,0,0,0,0,0,0,0,0,1,1,IN POSSESSION
Mexico,19,Gilberto MORA,3,2,0,2,1,2,0,1,1,1,IN POSSESSION
Mexico,24,Luis CHAVEZ,8,8,1,6,1,8,0,0,1,1,IN POSSESSION
South Africa,1,Ronwen WILLIAMS,18,9,2,2,14,18,0,0,1,1,IN POSSESSION
South Africa,4,Teboho MOKOENA,13,11,5,6,2,12,1,0,1,1,IN POSSESSION
South Africa,6,Aubrey MODIBA,4,1,1,2,1,2,1,1,1,1,IN POSSESSION
South Africa,9,Lyle FOSTER,1,0,0,1,0,1,0,0,1,1,IN POSSESSION
South Africa,13,Sphephelo SITHOLE,2,2,1,1,0,2,0,0,1,1,IN POSSESSION
South Africa,14,Mbekezeli MBOKAZI,8,3,0,2,6,6,2,0,1,1,IN POSSESSION
South Africa,15,Iqraam RAYNERS,2,0,0,2,0,1,1,0,1,1,IN POSSESSION
South Africa,19,Nkosinathi SIBISI,21,14,2,9,10,21,0,0,1,1,IN POSSESSION
South Africa,20,Khuliso MUDAU,7,4,4,2,1,6,0,1,1,1,IN POSSESSION
South Africa,21,Ime OKON,7,6,2,1,4,7,0,0,1,1,IN POSSESSION
South Africa,23,Jayden ADAMS,8,4,3,3,2,8,0,0,1,1,IN POSSESSION
South Africa,5,Thalente MBATHA,1,1,1,0,0,1,0,0,1,1,IN POSSESSION
South Africa,7,Oswin APPOLLIS,2,1,1,0,1,2,0,0,1,1,IN POSSESSION
South Africa,11,Themba ZWANE,2,1,0,1,1,2,0,0,1,1,IN POSSESSION
South Africa,17,Evidence MAKGOPA,0,0,0,0,0,0,0,0,1,1,IN POSSESSION
Korea Republic,1,KIM Seunggyu,17,6,1,0,16,17,0,0,1,2,IN POSSESSION
Korea Republic,2,LEE Hanbeom,14,11,1,6,7,14,0,0,1,2,IN POSSESSION
Korea Republic,3,LEE Gihyuk,14,13,2,9,3,13,0,1,1,2,IN POSSESSION
Korea Republic,4,KIM Minjae,7,6,4,2,1,6,0,1,1,2,IN POSSESSION
Korea Republic,6,HWANG Inbeom,15,11,9,4,2,14,0,1,1,2,IN POSSESSION
Korea Republic,7,SON Heungmin,5,3,1,3,1,4,1,0,1,2,IN POSSESSION
Korea Republic,8,PAIK Seungho,14,12,6,5,3,14,0,0,1,2,IN POSSESSION
Korea Republic,10,LEE Jaesung,4,2,2,0,2,4,0,0,1,2,IN POSSESSION
Korea Republic,13,LEE Taeseok,10,8,1,3,6,9,1,0,1,2,IN POSSESSION
Korea Republic,19,LEE Kangin,11,11,3,4,4,10,0,1,1,2,IN POSSESSION
Korea Republic,22,SEOL Youngwoo,6,4,3,0,3,5,1,0,1,2,IN POSSESSION
Korea Republic,11,HWANG Heechan,1,1,0,1,0,1,0,0,1,2,IN POSSESSION
Korea Republic,16,PARK Jinseob,2,1,1,1,0,2,0,0,1,2,IN POSSESSION
Korea Republic,18,OH Hyeongyu,1,0,0,0,1,1,0,0,1,2,IN POSSESSION
Korea Republic,24,KIM Jingyu,1,1,0,1,0,1,0,0,1,2,IN POSSESSION
Korea Republic,25,EOM Jisung,2,2,0,1,1,1,0,1,1,2,IN POSSESSION
Czechia,1,Matej KOVAR,23,8,0,0,23,23,0,0,1,2,IN POSSESSION
Czechia,4,Robin HRANAC,6,2,0,1,5,6,0,0,1,2,IN POSSESSION
Czechia,5,Vladimir COUFAL,12,3,0,2,10,11,0,1,1,2,IN POSSESSION
Czechia,6,Stepan CHALOUPEK,10,6,2,4,4,10,0,0,1,2,IN POSSESSION
Czechia,7,Ladislav KREJCI,17,8,3,4,10,16,1,0,1,2,IN POSSESSION
Czechia,10,Patrik SCHICK,1,0,1,0,0,1,0,0,1,2,IN POSSESSION
Czechia,15,Pavel SULC,2,0,0,1,1,2,0,0,1,2,IN POSSESSION
Czechia,17,Lukas PROVOD,3,3,1,1,1,3,0,0,1,2,IN POSSESSION
Czechia,20,Jaroslav ZELENY,9,7,3,2,4,6,1,2,1,2,IN POSSESSION
Czechia,22,Tomas SOUCEK,8,6,4,2,2,8,0,0,1,2,IN POSSESSION
Czechia,24,Alexandr SOJKA,10,6,3,3,4,8,0,2,1,2,IN POSSESSION
Czechia,9,Adam HLOZEK,1,0,1,0,0,1,0,0,1,2,IN POSSESSION
Czechia,13,Mojmir CHYTIL,1,1,1,0,0,1,0,0,1,2,IN POSSESSION
Czechia,18,Michal SADILEK,4,2,0,1,3,4,0,0,1,2,IN POSSESSION
Czechia,19,Tomas CHORY,2,2,0,2,0,2,0,0,1,2,IN POSSESSION
Canada,16,Maxime CREPEAU,8,3,0,1,7,8,0,0,1,3,IN POSSESSION
Canada,2,Alistair JOHNSTON,24,14,3,4,17,22,2,0,1,3,IN POSSESSION
Canada,4,Luc DE FOUGEROLLES,9,5,1,2,6,9,0,0,1,3,IN POSSESSION
Canada,7,Stephen EUSTAQUIO,13,9,5,1,7,12,1,0,1,3,IN POSSESSION
Canada,8,Ismael KONE,23,15,9,11,3,20,1,2,1,3,IN POSSESSION
Canada,10,Jonathan DAVID,1,0,1,0,0,1,0,0,1,3,IN POSSESSION
Canada,11,Liam MILLAR,14,7,4,8,2,8,1,5,1,3,IN POSSESSION
Canada,12,Tani OLUWASEYI,6,2,1,3,2,4,0,2,1,3,IN POSSESSION
Canada,13,Derek CORNELIUS,15,7,4,6,5,14,1,0,1,3,IN POSSESSION
Canada,17,Tajon BUCHANAN,3,2,1,2,0,0,0,3,1,3,IN POSSESSION
Canada,22,Richie LARYEA,16,13,1,5,10,16,0,0,1,3,IN POSSESSION
Canada,9,Cyle LARIN,0,0,0,0,0,0,0,0,1,3,IN POSSESSION
Canada,14,Jacob SHAFFELBURG,4,2,0,2,2,3,0,1,1,3,IN POSSESSION
Canada,20,Ali AHMED,6,2,1,1,4,4,2,0,1,3,IN POSSESSION
Canada,21,Jonathan OSORIO,2,2,1,0,1,2,0,0,1,3,IN POSSESSION
Canada,24,Promise DAVID,1,1,1,0,0,1,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,1,Nikola VASILJ,21,5,0,1,20,21,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,4,Tarik MUHAREMOVIC,9,6,1,0,8,9,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,5,Sead KOLASINAC,12,10,1,4,7,12,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,6,Benjamin TAHIROVIC,8,3,3,2,3,8,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,7,Amar DEDIC,14,10,2,1,11,13,0,1,1,3,IN POSSESSION
Bosnia and Herzegovina,10,Ermedin DEMIROVIC,3,2,1,1,1,3,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,13,Ivan BASIC,12,10,3,1,8,9,3,0,1,3,IN POSSESSION
Bosnia and Herzegovina,15,Amar MEMIC,3,0,0,1,2,2,0,1,1,3,IN POSSESSION
Bosnia and Herzegovina,18,Nikola KATIC,9,5,2,2,5,9,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,20,Esmir BAJRAKTAREVIC,4,0,1,1,2,2,0,2,1,3,IN POSSESSION
Bosnia and Herzegovina,25,Jovo LUKIC,2,0,1,1,0,1,0,1,1,3,IN POSSESSION
Bosnia and Herzegovina,8,Armin GIGOVIC,6,4,3,0,3,5,0,1,1,3,IN POSSESSION
Bosnia and Herzegovina,9,Samed BAZDAR,3,0,1,2,0,1,0,2,1,3,IN POSSESSION
Bosnia and Herzegovina,14,Ivan SUNJIC,5,3,3,0,2,4,0,1,1,3,IN POSSESSION
Bosnia and Herzegovina,17,Dzenis BURNIC,3,2,0,1,2,3,0,0,1,3,IN POSSESSION
Bosnia and Herzegovina,19,Kerim ALAJBEGOVIC,1,1,0,0,1,1,0,0,1,3,IN POSSESSION
USA,24,Matt FREESE,9,2,0,0,9,9,0,0,1,4,IN POSSESSION
USA,2,Sergino DEST,9,7,1,6,2,5,1,3,1,4,IN POSSESSION
USA,3,Chris RICHARDS,8,8,3,4,1,8,0,0,1,4,IN POSSESSION
USA,4,Tyler ADAMS,20,17,3,11,6,20,0,0,1,4,IN POSSESSION
USA,5,Antonee ROBINSON,19,12,1,7,11,16,2,1,1,4,IN POSSESSION
USA,8,Weston McKENNIE,10,9,3,4,3,10,0,0,1,4,IN POSSESSION
USA,10,Christian PULISIC,6,3,2,3,1,3,0,3,1,4,IN POSSESSION
USA,13,Tim REAM,33,29,6,18,9,33,0,0,1,4,IN POSSESSION
USA,16,Alex FREEMAN,27,23,5,17,5,23,0,4,1,4,IN POSSESSION
USA,17,Malik TILLMAN,15,11,10,4,1,13,0,2,1,4,IN POSSESSION
USA,20,Folarin BALOGUN,2,0,1,0,1,1,0,1,1,4,IN POSSESSION
USA,7,Giovanni REYNA,0,0,0,0,0,0,0,0,1,4,IN POSSESSION
USA,9,Ricardo PEPI,0,0,0,0,0,0,0,0,1,4,IN POSSESSION
USA,14,Sebastian BERHALTER,11,7,6,1,4,11,0,0,1,4,IN POSSESSION
USA,21,Timothy WEAH,1,1,0,1,0,1,0,0,1,4,IN POSSESSION
Paraguay,12,Orlando GILL,15,6,0,2,13,15,0,0,1,4,IN POSSESSION
Paraguay,3,Omar ALDERETE,16,10,4,3,9,16,0,0,1,4,IN POSSESSION
Paraguay,4,Juan Jose CACERES,16,6,2,4,10,16,0,0,1,4,IN POSSESSION
Paraguay,6,Junior ALONSO,16,6,1,4,11,16,0,0,1,4,IN POSSESSION
Paraguay,8,Diego GOMEZ,5,4,0,4,1,5,0,0,1,4,IN POSSESSION
Paraguay,9,Antonio SANABRIA,0,0,0,0,0,0,0,0,1,4,IN POSSESSION
Paraguay,10,Miguel ALMIRON,4,2,2,0,2,4,0,0,1,4,IN POSSESSION
Paraguay,14,Andres CUBAS,7,5,2,4,1,7,0,0,1,4,IN POSSESSION
Paraguay,15,Gustavo GOMEZ,3,2,0,1,2,3,0,0,1,4,IN POSSESSION
Paraguay,16,Damian BOBADILLA,2,1,1,1,0,2,0,0,1,4,IN POSSESSION
Paraguay,19,Julio ENCISO,4,3,0,3,1,2,0,2,1,4,IN POSSESSION
Paraguay,2,Gustavo VELAZQUEZ,1,1,0,1,0,1,0,0,1,4,IN POSSESSION
Paraguay,7,Ramon SOSA,0,0,0,0,0,0,0,0,1,4,IN POSSESSION
Paraguay,11,MAURICIO,5,3,0,3,2,5,0,0,1,4,IN POSSESSION
Paraguay,17,Alejandro ROMERO GAMARRA,6,4,3,1,2,6,0,0,1,4,IN POSSESSION
Paraguay,18,Alex ARCE,0,0,0,0,0,0,0,0,1,4,IN POSSESSION
Haiti,1,Johny PLACIDE,11,3,0,0,11,11,0,0,1,5,IN POSSESSION
Haiti,2,Carlens ARCUS,6,5,0,3,3,6,0,0,1,5,IN POSSESSION
Haiti,4,Ricardo ADE,16,11,2,4,10,16,0,0,1,5,IN POSSESSION
Haiti,5,Hannes DELCROIX,16,16,1,15,0,15,0,1,1,5,IN POSSESSION
Haiti,8,Martin EXPERIENCE,14,10,3,7,4,13,0,1,1,5,IN POSSESSION
Haiti,10,Jean-Ricner BELLEGARDE,19,12,4,7,8,13,4,2,1,5,IN POSSESSION
Haiti,11,Louicius DEEDSON,3,2,1,1,1,0,1,2,1,5,IN POSSESSION
Haiti,15,Ruben PROVIDENCE,2,1,0,1,1,1,1,0,1,5,IN POSSESSION
Haiti,17,Danley JEAN JACQUES,19,17,5,12,2,17,1,1,1,5,IN POSSESSION
Haiti,18,Wilson ISIDOR,1,1,0,0,1,1,0,0,1,5,IN POSSESSION
Haiti,20,Frantzdy PIERROT,0,0,0,0,0,0,0,0,1,5,IN POSSESSION
Haiti,16,Lenny JOSEPH,1,1,1,0,0,1,0,0,1,5,IN POSSESSION
Haiti,19,Yassin FORTUNE,2,1,0,2,0,1,0,1,1,5,IN POSSESSION
Haiti,21,Josue CASIMIR,4,4,0,3,1,3,0,1,1,5,IN POSSESSION
Scotland,1,Angus GUNN,18,11,0,0,18,18,0,0,1,5,IN POSSESSION
Scotland,2,Aaron HICKEY,10,8,3,4,3,9,1,0,1,5,IN POSSESSION
Scotland,3,Andy ROBERTSON,27,15,3,8,16,22,5,0,1,5,IN POSSESSION
Scotland,4,Scott McTOMINAY,9,9,3,5,1,9,0,0,1,5,IN POSSESSION
Scotland,5,Grant HANLEY,11,8,0,5,6,11,0,0,1,5,IN POSSESSION
Scotland,7,John McGINN,5,5,2,2,1,4,0,1,1,5,IN POSSESSION
Scotland,10,Che ADAMS,5,2,2,2,1,5,0,0,1,5,IN POSSESSION
Scotland,13,Jack HENDRY,14,12,0,12,2,12,0,2,1,5,IN POSSESSION
Scotland,17,Ben GANNONDOAK,3,2,1,2,0,0,1,2,1,5,IN POSSESSION
Scotland,19,Lewis FERGUSON,11,9,4,3,4,11,0,0,1,5,IN POSSESSION
Scotland,20,Lawrence SHANKLAND,2,0,0,0,2,2,0,0,1,5,IN POSSESSION
Scotland,9,Lyndon DYKES,2,0,1,0,1,2,0,0,1,5,IN POSSESSION
Scotland,11,Ryan CHRISTIE,0,0,0,0,0,0,0,0,1,5,IN POSSESSION
Scotland,22,Nathan PATTERSON,3,1,1,0,2,3,0,0,1,5,IN POSSESSION
Scotland,23,Kenny McLEAN,2,2,0,1,1,1,1,0,1,5,IN POSSESSION
Scotland,25,Findlay CURTIS,2,2,1,1,0,1,0,1,1,5,IN POSSESSION
Australia,18,Patrick BEACH,20,5,0,2,18,20,0,0,1,6,IN POSSESSION
Australia,3,Alessandro CIRCATI,12,8,3,5,4,12,0,0,1,6,IN POSSESSION
Australia,4,Jacob ITALIANO,5,3,0,2,3,5,0,0,1,6,IN POSSESSION
Australia,5,Jordan BOS,6,6,1,4,1,5,0,1,1,6,IN POSSESSION
Australia,8,Connor METCALFE,7,5,2,4,1,6,0,1,1,6,IN POSSESSION
Australia,9,Mohamed TOURE,2,1,1,1,0,1,0,1,1,6,IN POSSESSION
Australia,13,Aiden ONEILL,9,6,2,1,6,9,0,0,1,6,IN POSSESSION
Australia,17,Nestory IRANKUNDA,0,0,0,0,0,0,0,0,1,6,IN POSSESSION
Australia,19,Harry SOUTTAR,10,3,2,1,7,10,0,0,1,6,IN POSSESSION
Australia,21,Cameron BURGESS,9,8,2,4,3,9,0,0,1,6,IN POSSESSION
Australia,24,Paul OKONENGSTLER,9,7,2,3,4,8,0,1,1,6,IN POSSESSION
Australia,6,Jason GERIA,2,2,0,0,2,2,0,0,1,6,IN POSSESSION
Australia,16,Aziz BEHICH,2,2,0,1,1,2,0,0,1,6,IN POSSESSION
Australia,22,Jackson IRVINE,1,0,0,1,0,0,0,1,1,6,IN POSSESSION
Australia,23,Nishan VELUPILLAY,1,0,0,0,1,1,0,0,1,6,IN POSSESSION
Australia,26,Tete YENGI,2,0,1,1,0,1,0,1,1,6,IN POSSESSION
Türkiye,23,Ugurcan CAKIR,3,1,0,1,2,3,0,0,1,6,IN POSSESSION
Türkiye,2,Zeki CELIK,6,5,0,5,1,6,0,0,1,6,IN POSSESSION
Türkiye,3,Merih DEMIRAL,3,1,0,0,3,3,0,0,1,6,IN POSSESSION
Türkiye,6,Orkun KOKCU,9,6,5,2,2,7,1,1,1,6,IN POSSESSION
Türkiye,7,Kerem AKTURKOGLU,0,0,0,0,0,0,0,0,1,6,IN POSSESSION
Türkiye,8,Arda GULER,27,22,9,13,5,22,0,5,1,6,IN POSSESSION
Türkiye,10,Hakan CALHANOGLU,26,21,8,10,8,24,0,2,1,6,IN POSSESSION
Türkiye,14,Abdulkerim BARDAKCI,19,16,2,13,4,18,1,0,1,6,IN POSSESSION
Türkiye,16,Ismail YUKSEK,10,7,6,1,3,9,0,1,1,6,IN POSSESSION
Türkiye,20,Ferdi KADIOGLU,39,35,7,27,5,36,1,2,1,6,IN POSSESSION
Türkiye,21,Baris Alper YILMAZ,8,5,0,6,2,2,2,4,1,6,IN POSSESSION
Türkiye,5,Salih OZCAN,2,2,0,2,0,2,0,0,1,6,IN POSSESSION
Türkiye,9,Deniz GUL,0,0,0,0,0,0,0,0,1,6,IN POSSESSION
Türkiye,11,Kenan YILDIZ,10,7,1,8,1,8,2,0,1,6,IN POSSESSION
Türkiye,18,Mert MULDUR,2,2,0,2,0,2,0,0,1,6,IN POSSESSION
Türkiye,19,Yunus AKGUN,2,2,1,1,0,1,0,1,1,6,IN POSSESSION
Brazil,1,ALISSON,9,5,1,0,8,9,0,0,1,7,IN POSSESSION
Brazil,3,GABRIEL MAGALHAES,11,10,4,7,0,11,0,0,1,7,IN POSSESSION
Brazil,4,MARQUINHOS,9,7,1,7,1,9,0,0,1,7,IN POSSESSION
Brazil,5,CASEMIRO,5,4,3,0,2,4,1,0,1,7,IN POSSESSION
Brazil,7,VINICIUS JUNIOR,9,5,3,4,2,6,0,3,1,7,IN POSSESSION
Brazil,8,BRUNO GUIMARAES,6,5,4,1,1,6,0,0,1,7,IN POSSESSION
Brazil,11,RAPHINHA,6,2,1,4,1,3,0,3,1,7,IN POSSESSION
Brazil,16,DOUGLAS SANTOS,20,17,1,13,6,19,1,0,1,7,IN POSSESSION
Brazil,20,LUCAS PAQUETA,6,3,2,1,3,6,0,0,1,7,IN POSSESSION
Brazil,24,ROGER IBANEZ,7,7,1,5,1,7,0,0,1,7,IN POSSESSION
Brazil,25,IGOR THIAGO,2,0,0,1,1,1,0,1,1,7,IN POSSESSION
Brazil,9,MATHEUS CUNHA,4,2,2,2,0,2,0,2,1,7,IN POSSESSION
Brazil,13,DANILO,16,13,2,12,2,16,0,0,1,7,IN POSSESSION
Brazil,17,FABINHO,3,3,1,2,0,3,0,0,1,7,IN POSSESSION
Brazil,18,DANILO SANTOS,0,0,0,0,0,0,0,0,1,7,IN POSSESSION
Brazil,21,LUIZ HENRIQUE,6,6,2,3,1,6,0,0,1,7,IN POSSESSION
Morocco,1,Yassine BOUNOU,17,1,0,0,17,17,0,0,1,7,IN POSSESSION
Morocco,2,Achraf HAKIMI,11,9,3,5,3,9,1,1,1,7,IN POSSESSION
Morocco,3,Noussair MAZRAOUI,15,11,3,10,2,12,0,3,1,7,IN POSSESSION
Morocco,6,Ayyoub BOUADDI,15,11,5,8,2,12,0,3,1,7,IN POSSESSION
Morocco,8,Azzedine OUNAHI,5,5,4,1,0,5,0,0,1,7,IN POSSESSION
Morocco,10,Brahim DIAZ,7,3,2,4,1,4,0,3,1,7,IN POSSESSION
Morocco,11,Ismael SAIBARI,3,2,1,1,1,3,0,0,1,7,IN POSSESSION
Morocco,14,Issa DIOP,18,10,3,9,6,18,0,0,1,7,IN POSSESSION
Morocco,18,Chadi RIAD,11,7,3,5,3,11,0,0,1,7,IN POSSESSION
Morocco,23,Bilal EL KHANNOUSS,6,6,0,6,0,6,0,0,1,7,IN POSSESSION
Morocco,24,Neil EL AYNAOUI,16,13,6,9,1,15,0,1,1,7,IN POSSESSION
Morocco,7,Chemsdine TALBI,2,1,0,1,1,1,1,0,1,7,IN POSSESSION
Morocco,9,Soufiane RAHIMI,0,0,0,0,0,0,0,0,1,7,IN POSSESSION
Morocco,15,Samir EL MOURABET,3,2,1,1,1,3,0,0,1,7,IN POSSESSION
Morocco,21,Ayoube AMAIMOUNI,2,0,0,0,2,1,1,0,1,7,IN POSSESSION
Morocco,26,Anass SALAH EDDINE,1,0,0,0,1,1,0,0,1,7,IN POSSESSION
Qatar,1,MAHMOUD ABUNADA,14,3,1,1,12,14,0,0,1,8,IN POSSESSION
Qatar,2,PEDRO MIGUEL,13,8,1,0,12,12,0,1,1,8,IN POSSESSION
Qatar,4,ISSA LAYE,8,7,2,5,1,8,0,0,1,8,IN POSSESSION
Qatar,5,JASSEM GABER,1,0,1,0,0,1,0,0,1,8,IN POSSESSION
Qatar,8,EDMILSON JUNIOR,1,1,0,1,0,1,0,0,1,8,IN POSSESSION
Qatar,11,AKRAM AFIF,14,10,3,5,6,10,1,3,1,8,IN POSSESSION
Qatar,13,AYOUB ALOUI,7,1,1,1,5,6,1,0,1,8,IN POSSESSION
Qatar,14,HOMAM AHMED,12,8,1,7,4,12,0,0,1,8,IN POSSESSION
Qatar,15,YUSUF ABDURISAG,5,2,2,1,2,4,0,1,1,8,IN POSSESSION
Qatar,16,BOUALEM KHOUKHI,12,8,1,3,8,12,0,0,1,8,IN POSSESSION
Qatar,23,ASSIM MADIBO,6,2,1,2,3,6,0,0,1,8,IN POSSESSION
Qatar,7,AHMED ALAAELDIN,1,0,0,0,1,1,0,0,1,8,IN POSSESSION
Qatar,10,HASSAN ALHAYDOS,0,0,0,0,0,0,0,0,1,8,IN POSSESSION
Qatar,12,KARIM BOUDIAF,8,7,3,2,3,8,0,0,1,8,IN POSSESSION
Qatar,20,AHMED FATHY,3,1,1,0,2,3,0,0,1,8,IN POSSESSION
Qatar,26,MOHAMED MANAI,2,0,2,0,0,2,0,0,1,8,IN POSSESSION
Switzerland,1,Gregor KOBEL,3,2,1,0,2,3,0,0,1,8,IN POSSESSION
Switzerland,4,Nico ELVEDI,24,24,8,11,5,23,0,1,1,8,IN POSSESSION
Switzerland,5,Manuel AKANJI,23,20,4,11,8,23,0,0,1,8,IN POSSESSION
Switzerland,6,Denis ZAKARIA,12,11,3,9,0,10,0,2,1,8,IN POSSESSION
Switzerland,7,Breel EMBOLO,3,2,2,0,1,3,0,0,1,8,IN POSSESSION
Switzerland,8,Remo FREULER,6,6,0,4,2,5,1,0,1,8,IN POSSESSION
Switzerland,10,Granit XHAKA,27,24,7,15,5,27,0,0,1,8,IN POSSESSION
Switzerland,11,Dan NDOYE,1,0,1,0,0,1,0,0,1,8,IN POSSESSION
Switzerland,13,Ricardo RODRIGUEZ,29,20,4,16,9,27,2,0,1,8,IN POSSESSION
Switzerland,17,Ruben VARGAS,12,5,4,6,2,3,4,5,1,8,IN POSSESSION
Switzerland,20,Michel AEBISCHER,8,5,3,2,3,8,0,0,1,8,IN POSSESSION
Switzerland,2,Miro MUHEIM,1,0,1,0,0,1,0,0,1,8,IN POSSESSION
Switzerland,9,Johan MANZAMBI,2,2,1,1,0,2,0,0,1,8,IN POSSESSION
Switzerland,14,Ardon JASHARI,2,1,0,1,1,2,0,0,1,8,IN POSSESSION
Switzerland,22,Fabian RIEDER,1,0,0,0,1,0,1,0,1,8,IN POSSESSION
Switzerland,23,Zeki AMDOUNI,0,0,0,0,0,0,0,0,1,8,IN POSSESSION
Côte d'Ivoire,1,Yahia FOFANA,16,7,2,2,12,16,0,0,1,9,IN POSSESSION
Côte d'Ivoire,3,Ghislain KONAN,19,13,3,9,7,19,0,0,1,9,IN POSSESSION
Côte d'Ivoire,5,Wilfried SINGO,21,19,1,16,4,18,0,3,1,9,IN POSSESSION
Côte d'Ivoire,6,Seko FOFANA,3,1,2,1,0,3,0,0,1,9,IN POSSESSION
Côte d'Ivoire,8,Franck KESSIE,19,17,6,9,4,18,0,1,1,9,IN POSSESSION
Côte d'Ivoire,11,Yan DIOMANDE,13,9,4,7,2,8,3,2,1,9,IN POSSESSION
Côte d'Ivoire,12,Elye WAHI,2,0,1,1,0,2,0,0,1,9,IN POSSESSION
Côte d'Ivoire,17,Guela DOUE,19,18,4,11,4,18,1,0,1,9,IN POSSESSION
Côte d'Ivoire,19,Nicolas PEPE,4,4,0,3,1,4,0,0,1,9,IN POSSESSION
Côte d'Ivoire,20,Emmanuel AGBADOU,14,12,3,8,3,13,0,1,1,9,IN POSSESSION
Côte d'Ivoire,24,Bazoumana TOURE,2,1,1,0,1,2,0,0,1,9,IN POSSESSION
Côte d'Ivoire,7,Odilon KOSSOUNOU,0,0,0,0,0,0,0,0,1,9,IN POSSESSION
Côte d'Ivoire,9,Ange-Yoan BONNY,0,0,0,0,0,0,0,0,1,9,IN POSSESSION
Côte d'Ivoire,15,Amad DIALLO,5,5,0,3,2,3,0,2,1,9,IN POSSESSION
Côte d'Ivoire,18,Ibrahim SANGARE,2,2,1,1,0,2,0,0,1,9,IN POSSESSION
Côte d'Ivoire,26,Christ Inao OULAI,5,5,1,4,0,4,0,1,1,9,IN POSSESSION
Ecuador,1,Hernan GALINDEZ,20,9,2,3,15,20,0,0,1,9,IN POSSESSION
Ecuador,3,Piero HINCAPIE,12,4,0,4,8,9,2,1,1,9,IN POSSESSION
Ecuador,4,Joel ORDONEZ,10,6,1,3,6,10,0,0,1,9,IN POSSESSION
Ecuador,6,Willian PACHO,22,16,2,15,5,21,0,1,1,9,IN POSSESSION
Ecuador,9,John YEBOAH,3,2,1,1,1,3,0,0,1,9,IN POSSESSION
Ecuador,13,Enner VALENCIA,1,1,1,0,0,1,0,0,1,9,IN POSSESSION
Ecuador,14,Alan MINDA,2,1,0,1,1,1,1,0,1,9,IN POSSESSION
Ecuador,15,Pedro VITE,20,20,8,9,3,20,0,0,1,9,IN POSSESSION
Ecuador,19,Gonzalo PLATA,11,9,4,6,1,8,0,3,1,9,IN POSSESSION
Ecuador,21,Alan FRANCO,18,16,0,15,3,17,0,1,1,9,IN POSSESSION
Ecuador,23,Moises CAICEDO,20,17,10,8,2,19,1,0,1,9,IN POSSESSION
Ecuador,11,Kevin RODRIGUEZ,0,0,0,0,0,0,0,0,1,9,IN POSSESSION
Ecuador,17,Angelo PRECIADO,6,4,0,2,4,5,0,1,1,9,IN POSSESSION
Ecuador,20,Nilson ANGULO,2,1,2,0,0,2,0,0,1,9,IN POSSESSION
Ecuador,25,Jackson POROZO,0,0,0,0,0,0,0,0,1,9,IN POSSESSION
Germany,1,Manuel NEUER,7,4,2,1,4,7,0,0,1,10,IN POSSESSION
Germany,4,Jonathan TAH,12,11,6,4,2,12,0,0,1,10,IN POSSESSION
Germany,5,Aleksandar PAVLOVIC,24,21,6,15,3,24,0,0,1,10,IN POSSESSION
Germany,6,Joshua KIMMICH,22,17,2,13,7,22,0,0,1,10,IN POSSESSION
Germany,7,Kai HAVERTZ,4,2,2,2,0,4,0,0,1,10,IN POSSESSION
Germany,10,Jamal MUSIALA,8,6,4,3,1,7,0,1,1,10,IN POSSESSION
Germany,15,Nico SCHLOTTERBECK,22,22,4,13,5,21,0,1,1,10,IN POSSESSION
Germany,17,Florian WIRTZ,16,12,6,8,2,14,0,2,1,10,IN POSSESSION
Germany,18,Nathaniel BROWN,7,5,1,6,0,7,0,0,1,10,IN POSSESSION
Germany,19,Leroy SANE,7,3,1,5,1,4,0,3,1,10,IN POSSESSION
Germany,23,Felix NMECHA,9,9,6,2,1,9,0,0,1,10,IN POSSESSION
